s1	s6	s0
TKO	2016-08-18	10
TKO	2016-08-19	14
TKO	2016-08-20	24
TKO	2016-08-21	16
TKO	2016-08-22	24
TKO	2016-08-23	26
TKO	2016-08-24	28
TKO	2016-08-25	24
TKO	2016-08-26	12
TKO	2016-08-27	26
TKO	2016-08-28	12
TKO	2016-08-29	14
TKO	2016-08-30	14
TKO	2016-08-31	20
TKO	2016-09-01	16
TKO	2016-09-02	26
TKO	2016-09-03	20
TKO	2016-09-04	24
TKO	2016-09-05	16
TKO	2016-09-06	12
TKO	2016-09-07	24
TKO	2016-09-08	20
TKO	2016-09-09	22
TKO	2016-09-10	16
TKO	2016-09-11	20
TKO	2016-09-12	44
TKO	2016-09-13	26
TKO	2016-09-14	28
TKO	2016-09-15	20
TKO	2016-09-16	14
TKO	2016-09-17	24
TKO	2016-09-18	32
TKO	2016-09-19	20
TKO	2016-09-20	24
TKO	2016-09-21	24
TKO	2016-09-22	14
TKO	2016-09-23	10
TKO	2016-09-24	22
TKO	2016-09-25	26
TKO	2016-09-26	30
TKO	2016-09-27	28
TKO	2016-09-28	18
TKO	2016-09-29	22
TKO	2016-09-30	36
TKO	2016-10-01	16
TKO	2016-10-02	24
TKO	2016-10-03	24
TKO	2016-10-04	16
TKO	2016-10-05	22
TKO	2016-10-06	26
TKO	2016-10-07	28
TKO	2016-10-08	44
TKO	2016-10-09	24
TKO	2016-10-10	16
TKO	2016-10-11	20
TKO	2016-10-12	30
TKO	2016-10-13	12
TKO	2016-10-14	22
TKO	2016-10-15	22
TKO	2016-10-16	24
TKO	2016-10-17	34
TKO	2016-10-18	18
TKO	2016-10-19	20
TKO	2016-10-20	18
TKO	2016-10-21	18
TKO	2016-10-22	20
TKO	2016-10-23	14
TKO	2016-10-24	16
TKO	2016-10-25	14
TKO	2016-10-26	20
TKO	2016-10-27	16
TKO	2016-10-28	8
TKO	2016-10-29	20
TKO	2016-10-30	10
TKO	2016-10-31	36
TKO	2016-11-01	24
TKO	2016-11-02	6
TKO	2016-11-03	26
TKO	2016-11-04	24
TKO	2016-11-05	14
TKO	2016-11-06	14
TKO	2016-11-07	30
TKO	2016-11-08	12
TKO	2016-11-09	20
TKO	2016-11-10	16
TKO	2016-11-11	20
TKO	2016-11-12	32
TKO	2016-11-13	32
TKO	2016-11-14	30
TKO	2016-11-15	28
TKO	2016-11-16	20
TKO	2016-11-17	18
TKO	2016-11-18	20
TKO	2016-11-19	30
TKO	2016-11-20	12
TKO	2016-11-21	18
TKO	2016-11-22	20
TKO	2016-11-23	20
TKO	2016-11-24	22
TKO	2016-11-25	20
TKO	2016-11-26	16
TKO	2016-11-27	10
TKO	2016-11-28	32
TKO	2016-11-29	26
TKO	2016-11-30	10
TKO	2016-12-01	14
TKO	2016-12-02	32
TKO	2016-12-03	30
TKO	2016-12-04	18
TKO	2016-12-05	30
TKO	2016-12-06	32
TKO	2016-12-07	24
TKO	2016-12-08	28
TKO	2016-12-09	24
TKO	2016-12-10	22
TKO	2016-12-11	8
TKO	2016-12-12	34
TKO	2016-12-13	18
TKO	2016-12-14	22
TKO	2016-12-15	26
TKO	2016-12-16	18
TKO	2016-12-17	18
TKO	2016-12-18	26
TKO	2016-12-19	14
TKO	2016-12-20	22
TKO	2016-12-21	32
TKO	2016-12-22	16
TKO	2016-12-23	22
TKO	2016-12-24	18
TKO	2016-12-25	22
TKO	2016-12-26	22
TKO	2016-12-27	26
TKO	2016-12-28	18
TKO	2016-12-29	14
TKO	2016-12-30	18
TKO	2016-12-31	22
TKO	2017-01-01	12
TKO	2017-01-02	34
TKO	2017-01-03	22
TKO	2017-01-04	30
TKO	2017-01-05	46
TKO	2017-01-06	38
TKO	2017-01-07	24
TKO	2017-01-08	26
TKO	2017-01-09	12
TKO	2017-01-10	34
TKO	2017-01-11	18
TKO	2017-01-12	28
TKO	2017-01-13	22
TKO	2017-01-14	22
TKO	2017-01-15	18
TKO	2017-01-16	18
TKO	2017-01-17	28
TKO	2017-01-18	24
TKO	2017-01-19	16
TKO	2017-01-20	22
TKO	2017-01-21	18
TKO	2017-01-22	20
TKO	2017-01-23	30
TKO	2017-01-24	16
TKO	2017-01-25	24
TKO	2017-01-26	30
TKO	2017-01-27	24
TKO	2017-01-28	18
TKO	2017-01-29	24
TKO	2017-01-30	50
TKO	2017-01-31	30
TKO	2017-02-01	40
TKO	2017-02-02	32
TKO	2017-02-03	28
TKO	2017-02-04	28
TKO	2017-02-05	26
TKO	2017-02-06	22
TKO	2017-02-07	32
TKO	2017-02-08	28
TKO	2017-02-09	26
TKO	2017-02-10	24
TKO	2017-02-11	22
TKO	2017-02-12	30
TKO	2017-02-13	32
TKO	2017-02-14	30
TKO	2017-02-15	30
TKO	2017-02-16	40
TKO	2017-02-17	28
TKO	2017-02-18	32
TKO	2017-02-19	24
TKO	2017-02-20	12
TKO	2017-02-21	26
TKO	2017-02-22	28
TKO	2017-02-23	22
TKO	2017-02-24	46
TKO	2017-02-25	32
TKO	2017-02-26	30
TKO	2017-02-27	28
TKO	2017-02-28	36
TKO	2017-03-01	38
TKO	2017-03-02	16
TKO	2017-03-03	28
TKO	2017-03-04	24
TKO	2017-03-05	30
TKO	2017-03-06	20
TKO	2017-03-07	20
TKO	2017-03-08	24
TKO	2017-03-09	30
TKO	2017-03-10	26
TKO	2017-03-11	22
TKO	2017-03-12	18
TKO	2017-03-13	36
TKO	2017-03-14	32
TKO	2017-03-15	28
TKO	2017-03-16	26
TKO	2017-03-17	38
TKO	2017-03-18	24
TKO	2017-03-19	32
TKO	2017-03-20	24
TKO	2017-03-21	32
TKO	2017-03-22	26
TKO	2017-03-23	30
TKO	2017-03-24	28
TKO	2017-03-25	14
TKO	2017-03-26	16
TKO	2017-03-27	34
TKO	2017-03-28	36
TKO	2017-03-29	32
TKO	2017-03-30	32
TKO	2017-03-31	26
TKO	2017-04-01	38
TKO	2017-04-02	24
TKO	2017-04-03	28
TKO	2017-04-04	24
TKO	2017-04-05	32
TKO	2017-04-06	32
TKO	2017-04-07	38
TKO	2017-04-08	28
TKO	2017-04-09	26
TKO	2017-04-10	24
TKO	2017-04-11	34
TKO	2017-04-12	28
TKO	2017-04-13	32
TKO	2017-04-14	32
TKO	2017-04-15	24
TKO	2017-04-16	30
TKO	2017-04-17	24
TKO	2017-04-18	24
TKO	2017-04-19	18
TKO	2017-04-20	10
TKO	2017-04-21	16
TKO	2017-04-22	28
TKO	2017-04-23	26
TKO	2017-04-24	44
TKO	2017-04-25	20
TKO	2017-04-26	32
TKO	2017-04-27	22
TKO	2017-04-28	16
TKO	2017-04-29	20
TKO	2017-04-30	22
TKO	2017-05-01	22
TKO	2017-05-02	46
TKO	2017-05-03	24
TKO	2017-05-04	20
TKO	2017-05-05	22
TKO	2017-05-06	34
TKO	2017-05-07	24
TKO	2017-05-08	38
TKO	2017-05-09	30
TKO	2017-05-10	30
TKO	2017-05-11	30
TKO	2017-05-12	24
TKO	2017-05-13	26
TKO	2017-05-14	22
TKO	2017-05-15	34
TKO	2017-05-16	40
TKO	2017-05-17	32
TKO	2017-05-18	26
TKO	2017-05-19	32
TKO	2017-05-20	24
TKO	2017-05-21	26
TKO	2017-05-22	20
TKO	2017-05-23	32
TKO	2017-05-24	24
TKO	2017-05-25	22
TKO	2017-05-26	36
TKO	2017-05-27	24
TKO	2017-05-28	32
TKO	2017-05-29	26
TKO	2017-05-30	22
TKO	2017-05-31	34
TKO	2017-06-01	20
TKO	2017-06-02	34
TKO	2017-06-03	14
TKO	2017-06-04	24
TKO	2017-06-05	32
TKO	2017-06-06	26
TKO	2017-06-07	28
TKO	2017-06-08	28
TKO	2017-06-09	22
TKO	2017-06-10	22
TKO	2017-06-11	32
TKO	2017-06-12	28
TKO	2017-06-13	14
TKO	2017-06-14	28
TKO	2017-06-15	22
TKO	2017-06-16	22
TKO	2017-06-17	14
TKO	2017-06-18	28
TKO	2017-06-19	34
TKO	2017-06-20	22
TKO	2017-06-21	22
TKO	2017-06-22	26
TKO	2017-06-23	32
TKO	2017-06-24	24
TKO	2017-06-25	26
TKO	2017-06-26	36
TKO	2017-06-27	26
TKO	2017-06-28	26
TKO	2017-06-29	24
TKO	2017-06-30	20
TKO	2017-07-01	30
TKO	2017-07-02	28
TKO	2017-07-03	20
TKO	2017-07-04	16
TKO	2017-07-05	22
TKO	2017-07-06	30
TKO	2017-07-07	22
TKO	2017-07-08	38
TKO	2017-07-09	10
TKO	2017-07-10	16
TKO	2017-07-11	20
TKO	2017-07-12	18
TKO	2017-07-13	30
TKO	2017-07-14	22
TKO	2017-07-15	18
TKO	2017-07-16	20
TKO	2017-07-17	14
TKO	2017-07-18	14
TKO	2017-07-19	16
TKO	2017-07-20	20
TKO	2017-07-21	28
TKO	2017-07-22	28
TKO	2017-07-23	24
TKO	2017-07-24	30
TKO	2017-07-25	28
TKO	2017-07-26	30
TKO	2017-07-27	16
TKO	2017-07-28	18
TKO	2017-07-29	16
TKO	2017-07-30	20
TKO	2017-07-31	16
TKO	2017-08-01	26
TKO	2017-08-02	22
TKO	2017-08-03	20
TKO	2017-08-04	12
TKO	2017-08-05	14
TKO	2017-08-06	20
TKO	2017-08-07	16
TKO	2017-08-08	14
TKO	2017-08-09	24
TKO	2017-08-10	30
TKO	2017-08-11	20
TKO	2017-08-12	28
TKO	2017-08-13	20
TKO	2017-08-14	34
TKO	2017-08-15	18
TKO	2017-08-16	28
TKO	2017-08-17	16
TKO	2017-08-18	40
TKO	2017-08-19	16
TKO	2017-08-20	14
TKO	2017-08-21	18
TKO	2017-08-22	30
TKO	2017-08-23	10
TKO	2017-08-24	20
TKO	2017-08-25	22
TKO	2017-08-26	28
TKO	2017-08-27	20
TKO	2017-08-28	26
TKO	2017-08-29	22
TKO	2017-08-30	24
TKO	2017-08-31	24
TKO	2017-09-01	20
TKO	2017-09-02	14
TKO	2017-09-03	8
TKO	2017-09-04	24
TKO	2017-09-05	10
TKO	2017-09-06	18
TKO	2017-09-07	20
TKO	2017-09-08	14
TKO	2017-09-09	12
TKO	2017-09-10	20
TKO	2017-09-11	28
TKO	2017-09-12	16
TKO	2017-09-13	22
TKO	2017-09-14	18
TKO	2017-09-15	16
TKO	2017-09-16	18
TKO	2017-09-17	16
TKO	2017-09-18	16
TKO	2017-09-19	16
TKO	2017-09-20	22
TKO	2017-09-21	20
TKO	2017-09-22	38
TKO	2017-09-23	16
TKO	2017-09-24	28
TKO	2017-09-25	32
TKO	2017-09-26	22
TKO	2017-09-27	14
TKO	2017-09-28	16
TKO	2017-09-29	14
TKO	2017-09-30	16
TKO	2017-10-01	26
TKO	2017-10-02	6
TKO	2017-10-03	20
TKO	2017-10-04	20
TKO	2017-10-05	28
TKO	2017-10-06	22
TKO	2017-10-07	30
TKO	2017-10-08	26
TKO	2017-10-09	24
TKO	2017-10-10	26
TKO	2017-10-11	16
TKO	2017-10-12	38
TKO	2017-10-13	16
TKO	2017-10-14	8
TKO	2017-10-15	24
TKO	2017-10-16	24
TKO	2017-10-17	18
TKO	2017-10-18	24
TKO	2017-10-19	8
TKO	2017-10-20	28
TKO	2017-10-21	16
TKO	2017-10-22	20
TKO	2017-10-23	30
TKO	2017-10-24	12
TKO	2017-10-25	36
TKO	2017-10-26	26
TKO	2017-10-27	32
TKO	2017-10-28	26
TKO	2017-10-29	26
TKO	2017-10-30	18
TKO	2017-10-31	26
TKO	2017-11-01	26
TKO	2017-11-02	12
TKO	2017-11-03	24
TKO	2017-11-04	20
TKO	2017-11-05	26
TKO	2017-11-06	24
TKO	2017-11-07	32
TKO	2017-11-08	24
TKO	2017-11-09	30
TKO	2017-11-10	16
TKO	2017-11-11	14
TKO	2017-11-12	24
TKO	2017-11-13	26
TKO	2017-11-14	16
TKO	2017-11-15	20
TKO	2017-11-16	20
TKO	2017-11-17	30
TKO	2017-11-18	18
TKO	2017-11-19	26
TKO	2017-11-20	16
TKO	2017-11-21	34
TKO	2017-11-22	22
TKO	2017-11-23	20
TKO	2017-11-24	16
TKO	2017-11-25	18
TKO	2017-11-26	14
TKO	2017-11-27	48
TKO	2017-11-28	24
TKO	2017-11-29	10
TKO	2017-11-30	26
TKO	2017-12-01	14
TKO	2017-12-02	16
TKO	2017-12-03	24
TKO	2017-12-04	20
TKO	2017-12-05	20
TKO	2017-12-06	24
TKO	2017-12-07	16
TKO	2017-12-08	22
TKO	2017-12-09	22
TKO	2017-12-10	28
TKO	2017-12-11	32
TKO	2017-12-12	20
TKO	2017-12-13	12
TKO	2017-12-14	18
TKO	2017-12-15	42
TKO	2017-12-16	22
TKO	2017-12-17	36
TKO	2017-12-18	18
TKO	2017-12-19	20
TKO	2017-12-20	28
TKO	2017-12-21	24
TKO	2017-12-22	26
TKO	2017-12-23	26
TKO	2017-12-24	16
TKO	2017-12-25	22
TKO	2017-12-26	20
TKO	2017-12-27	28
TKO	2017-12-28	34
TKO	2017-12-29	26
TKO	2017-12-30	24
TKO	2017-12-31	18
TKO	2018-01-01	24
TKO	2018-01-02	24
TKO	2018-01-03	22
TKO	2018-01-04	26
TKO	2018-01-05	16
TKO	2018-01-06	10
TKO	2018-01-07	12
TKO	2018-01-08	26
TKO	2018-01-09	16
TKO	2018-01-10	16
TKO	2018-01-11	26
TKO	2018-01-12	26
TKO	2018-01-13	28
TKO	2018-01-14	22
TKO	2018-01-15	38
TKO	2018-01-16	32
TKO	2018-01-17	32
TKO	2018-01-18	28
TKO	2018-01-19	22
TKO	2018-01-20	24
TKO	2018-01-21	18
TKO	2018-01-22	34
TKO	2018-01-23	20
TKO	2018-01-24	22
TKO	2018-01-25	24
TKO	2018-01-26	38
TKO	2018-01-27	22
TKO	2018-01-28	16
TKO	2018-01-29	22
TKO	2018-01-30	22
TKO	2018-01-31	24
TKO	2018-02-01	12
TKO	2018-02-02	30
TKO	2018-02-03	14
TKO	2018-02-04	32
TKO	2018-02-05	20
TKO	2018-02-06	16
TKO	2018-02-07	20
TKO	2018-02-08	32
TKO	2018-02-09	18
TKO	2018-02-10	28
TKO	2018-02-11	30
TKO	2018-02-12	30
TKO	2018-02-13	22
TKO	2018-02-14	22
TKO	2018-02-15	18
TKO	2018-02-16	14
TKO	2018-02-17	26
TKO	2018-02-18	28
TKO	2018-02-19	32
TKO	2018-02-20	16
TKO	2018-02-21	12
TKO	2018-02-22	30
TKO	2018-02-23	24
TKO	2018-02-24	20
TKO	2018-02-25	20
TKO	2018-02-26	36
TKO	2018-02-27	26
TKO	2018-02-28	20
TKO	2018-03-01	22
TKO	2018-03-02	34
TKO	2018-03-03	16
TKO	2018-03-04	14
TKO	2018-03-05	24
TKO	2018-03-06	22
TKO	2018-03-07	22
TKO	2018-03-08	14
TKO	2018-03-09	18
TKO	2018-03-10	20
TKO	2018-03-11	18
TKO	2018-03-12	22
TKO	2018-03-13	20
TKO	2018-03-14	22
TKO	2018-03-15	26
TKO	2018-03-16	26
TKO	2018-03-17	12
TKO	2018-03-18	28
TKO	2018-03-19	28
TKO	2018-03-20	34
TKO	2018-03-21	16
TKO	2018-03-22	20
TKO	2018-03-23	16
TKO	2018-03-24	26
TKO	2018-03-25	18
TKO	2018-03-26	24
TKO	2018-03-27	28
TKO	2018-03-28	20
TKO	2018-03-29	12
TKO	2018-03-30	28
TKO	2018-03-31	22
TKO	2018-04-01	28
TKO	2018-04-02	30
TKO	2018-04-03	26
TKO	2018-04-04	14
TKO	2018-04-05	20
TKO	2018-04-06	18
TKO	2018-04-07	18
TKO	2018-04-08	26
TKO	2018-04-09	24
TKO	2018-04-10	20
TKO	2018-04-11	32
TKO	2018-04-12	20
TKO	2018-04-13	28
TKO	2018-04-14	20
TKO	2018-04-15	16
TKO	2018-04-16	16
TKO	2018-04-17	20
TKO	2018-04-18	18
TKO	2018-04-19	28
TKO	2018-04-20	28
TKO	2018-04-21	22
TKO	2018-04-22	24
TKO	2018-04-23	32
TKO	2018-04-24	22
TKO	2018-04-25	16
TKO	2018-04-26	22
TKO	2018-04-27	18
TKO	2018-04-28	24
TKO	2018-04-29	26
TKO	2018-04-30	16
TKO	2018-05-01	14
TKO	2018-05-02	34
TKO	2018-05-03	18
TKO	2018-05-04	14
TKO	2018-05-05	22
TKO	2018-05-06	30
TKO	2018-05-07	24
TKO	2018-05-08	36
TKO	2018-05-09	26
TKO	2018-05-10	20
TKO	2018-05-11	26
TKO	2018-05-12	20
TKO	2018-05-13	20
TKO	2018-05-14	24
TKO	2018-05-15	34
TKO	2018-05-16	18
TKO	2018-05-17	20
TKO	2018-05-18	20
TKO	2018-05-19	36
TKO	2018-05-20	20
TKO	2018-05-21	28
TKO	2018-05-22	14
TKO	2018-05-23	24
TKO	2018-05-24	16
TKO	2018-05-25	30
TKO	2018-05-26	22
TKO	2018-05-27	12
TKO	2018-05-28	18
TKO	2018-05-29	22
TKO	2018-05-30	16
TKO	2018-05-31	18
TKO	2018-06-01	22
TKO	2018-06-02	20
TKO	2018-06-03	16
TKO	2018-06-04	22
TKO	2018-06-05	18
TKO	2018-06-06	26
TKO	2018-06-07	20
TKO	2018-06-08	16
TKO	2018-06-09	22
TKO	2018-06-10	20
TKO	2018-06-11	28
TKO	2018-06-12	34
TKO	2018-06-13	24
TKO	2018-06-14	14
TKO	2018-06-15	26
TKO	2018-06-16	26
TKO	2018-06-17	24
TKO	2018-06-18	18
TKO	2018-06-19	16
TKO	2018-06-20	14
TKO	2018-06-21	20
TKO	2018-06-22	14
TKO	2018-06-23	18
TKO	2018-06-24	26
TKO	2018-06-25	22
TKO	2018-06-26	8
TKO	2018-06-27	24
TKO	2018-06-28	26
TKO	2018-06-29	16
TKO	2018-06-30	14
TKO	2018-07-01	10
TKO	2018-07-02	16
TKO	2018-07-03	16
TKO	2018-07-04	22
TKO	2018-07-05	30
TKO	2018-07-06	28
TKO	2018-07-07	16
TKO	2018-07-08	10
TKO	2018-07-09	18
TKO	2018-07-10	14
TKO	2018-07-11	20
TKO	2018-07-12	16
TKO	2018-07-13	8
TKO	2018-07-14	14
TKO	2018-07-15	22
TKO	2018-07-16	20
TKO	2018-07-17	16
TKO	2018-07-18	18
TKO	2018-07-19	18
TKO	2018-07-20	20
TKO	2018-07-21	26
TKO	2018-07-22	16
TKO	2018-07-23	16
TKO	2018-07-24	22
TKO	2018-07-25	18
TKO	2018-07-26	18
TKO	2018-07-27	14
TKO	2018-07-28	12
TKO	2018-07-29	24
TKO	2018-07-30	20
TKO	2018-07-31	16
TKO	2018-08-01	12
TKO	2018-08-02	6
TKO	2018-08-03	16
TKO	2018-08-04	12
TKO	2018-08-05	16
TKO	2018-08-06	22
TKO	2018-08-07	28
TKO	2018-08-08	18
TKO	2018-08-09	8
TKO	2018-08-10	18
TKO	2018-08-11	12
TKO	2018-08-12	16
TKO	2018-08-13	12
TKO	2018-08-14	12
TKO	2018-08-15	14
TKO	2018-08-16	14
TKO	2018-08-17	16
TKO	2018-08-18	4
TKO	2018-08-19	14
TKO	2018-08-20	10
TKO	2018-08-21	20
TKO	2018-08-22	22
TKO	2018-08-23	24
TKO	2018-08-24	16
TKO	2018-08-25	14
TKO	2018-08-26	12
TKO	2018-08-27	24
TKO	2018-08-28	20
TKO	2018-08-29	22
TKO	2018-08-30	18
TKO	2018-08-31	14
TKO	2018-09-01	22
TKO	2018-09-02	12
TKO	2018-09-03	28
TKO	2018-09-04	16
TKO	2018-09-05	16
TKO	2018-09-06	14
TKO	2018-09-07	14
TKO	2018-09-08	8
TKO	2018-09-09	20
TKO	2018-09-10	22
TKO	2018-09-11	14
TKO	2018-09-12	18
TKO	2018-09-13	22
TKO	2018-09-14	20
TKO	2018-09-15	14
TKO	2018-09-16	10
TKO	2018-09-17	34
TKO	2018-09-18	12
TKO	2018-09-19	16
TKO	2018-09-20	8
TKO	2018-09-21	18
TKO	2018-09-22	14
TKO	2018-09-23	16
TKO	2018-09-24	26
TKO	2018-09-25	16
TKO	2018-09-26	14
TKO	2018-09-27	24
TKO	2018-09-28	18
TKO	2018-09-29	18
TKO	2018-09-30	34
TKO	2018-10-01	18
TKO	2018-10-02	22
TKO	2018-10-03	12
TKO	2018-10-04	24
TKO	2018-10-05	32
TKO	2018-10-06	18
TKO	2018-10-07	14
TKO	2018-10-08	30
TKO	2018-10-09	36
TKO	2018-10-10	14
TKO	2018-10-11	20
TKO	2018-10-12	28
TKO	2018-10-13	18
TKO	2018-10-14	18
TKO	2018-10-15	22
TKO	2018-10-16	12
TKO	2018-10-17	8
TKO	2018-10-18	18
TKO	2018-10-19	26
TKO	2018-10-20	16
TKO	2018-10-21	28
TKO	2018-10-22	22
TKO	2018-10-23	18
TKO	2018-10-24	22
TKO	2018-10-25	20
TKO	2018-10-26	22
TKO	2018-10-27	16
TKO	2018-10-28	22
TKO	2018-10-29	28
TKO	2018-10-30	18
TKO	2018-10-31	24
TKO	2018-11-01	16
TKO	2018-11-02	18
TKO	2018-11-03	12
TKO	2018-11-04	18
TKO	2018-11-05	24
TKO	2018-11-06	34
TKO	2018-11-07	12
TKO	2018-11-08	14
TKO	2018-11-09	14
TKO	2018-11-10	24
TKO	2018-11-11	16
TKO	2018-11-12	32
TKO	2018-11-13	22
TKO	2018-11-14	28
TKO	2018-11-15	24
TKO	2018-11-16	28
TKO	2018-11-17	22
TKO	2018-11-18	18
TKO	2018-11-19	22
TKO	2018-11-20	18
TKO	2018-11-21	20
TKO	2018-11-22	24
TKO	2018-11-23	20
TKO	2018-11-24	22
TKO	2018-11-25	14
TKO	2018-11-26	20
TKO	2018-11-27	24
TKO	2018-11-28	14
TKO	2018-11-29	18
TKO	2018-11-30	22
TKO	2018-12-01	6
TKO	2018-12-02	24
TKO	2018-12-03	12
TKO	2018-12-04	26
TKO	2018-12-05	32
TKO	2018-12-06	32
TKO	2018-12-07	22
TKO	2018-12-08	22
TKO	2018-12-09	18
TKO	2018-12-10	18
TKO	2018-12-11	8
TKO	2018-12-12	8
TKO	2018-12-13	16
TKO	2018-12-14	52
TKO	2018-12-15	26
TKO	2018-12-16	20
TKO	2018-12-17	34
TKO	2018-12-18	32
TKO	2018-12-19	42
TKO	2018-12-20	30
TKO	2018-12-21	22
TKO	2018-12-22	24
TKO	2018-12-23	30
TKO	2018-12-24	22
TKO	2018-12-25	26
TKO	2018-12-26	26
TKO	2018-12-27	30
TKO	2018-12-28	22
TKO	2018-12-29	30
TKO	2018-12-30	36
TKO	2018-12-31	32
TKO	2019-01-01	16
TKO	2019-01-02	28
TKO	2019-01-03	18
TKO	2019-01-04	32
TKO	2019-01-05	34
TKO	2019-01-06	30
TKO	2019-01-07	18
TKO	2019-01-08	26
TKO	2019-01-09	16
TKO	2019-01-10	40
TKO	2019-01-11	36
TKO	2019-01-12	34
TKO	2019-01-13	18
TKO	2019-01-14	32
TKO	2019-01-15	28
TKO	2019-01-16	26
TKO	2019-01-17	14
TKO	2019-01-18	26
TKO	2019-01-19	24
TKO	2019-01-20	34
TKO	2019-01-21	22
TKO	2019-01-22	24
TKO	2019-01-23	24
TKO	2019-01-24	36
TKO	2019-01-25	36
TKO	2019-01-26	26
TKO	2019-01-27	16
TKO	2019-01-28	24
TKO	2019-01-29	36
TKO	2019-01-30	24
TKO	2019-01-31	22
TKO	2019-02-01	46
TKO	2019-02-02	32
TKO	2019-02-03	10
TKO	2019-02-04	16
TKO	2019-02-05	12
TKO	2019-02-06	26
TKO	2019-02-07	20
TKO	2019-02-08	24
TKO	2019-02-09	24
TKO	2019-02-10	24
TKO	2019-02-11	26
TKO	2019-02-12	22
TKO	2019-02-13	24
TKO	2019-02-14	30
TKO	2019-02-15	22
TKO	2019-02-16	32
TKO	2019-02-17	22
TKO	2019-02-18	20
TKO	2019-02-19	36
TKO	2019-02-20	18
TKO	2019-02-21	32
TKO	2019-02-22	24
TKO	2019-02-23	30
TKO	2019-02-24	18
TKO	2019-02-25	36
TKO	2019-02-26	24
TKO	2019-02-27	46
TKO	2019-02-28	42
TKO	2019-03-01	30
TKO	2019-03-02	34
TKO	2019-03-03	14
TKO	2019-03-04	24
TKO	2019-03-05	24
TKO	2019-03-06	26
TKO	2019-03-07	22
TKO	2019-03-08	20
TKO	2019-03-09	30
TKO	2019-03-10	20
TKO	2019-03-11	24
TKO	2019-03-12	38
TKO	2019-03-13	34
TKO	2019-03-14	40
TKO	2019-03-15	20
TKO	2019-03-16	22
TKO	2019-03-17	34
TKO	2019-03-18	34
TKO	2019-03-19	18
TKO	2019-03-20	32
TKO	2019-03-21	30
TKO	2019-03-22	36
TKO	2019-03-23	24
TKO	2019-03-24	28
TKO	2019-03-25	36
TKO	2019-03-26	28
TKO	2019-03-27	18
TKO	2019-03-28	30
TKO	2019-03-29	44
TKO	2019-03-30	34
TKO	2019-03-31	34
TKO	2019-04-01	28
TKO	2019-04-02	30
TKO	2019-04-03	26
TKO	2019-04-04	24
TKO	2019-04-05	20
TKO	2019-04-06	34
TKO	2019-04-07	40
TKO	2019-04-08	32
TKO	2019-04-09	26
TKO	2019-04-10	22
TKO	2019-04-11	28
TKO	2019-04-12	22
TKO	2019-04-13	32
TKO	2019-04-14	22
TKO	2019-04-15	26
TKO	2019-04-16	40
TKO	2019-04-17	32
TKO	2019-04-18	24
TKO	2019-04-19	32
TKO	2019-04-20	42
TKO	2019-04-21	14
TKO	2019-04-22	20
TKO	2019-04-23	46
TKO	2019-04-24	34
TKO	2019-04-25	20
TKO	2019-04-26	26
TKO	2019-04-27	16
TKO	2019-04-28	22
TKO	2019-04-29	28
TKO	2019-04-30	34
TKO	2019-05-01	28
TKO	2019-05-02	20
TKO	2019-05-03	20
TKO	2019-05-04	24
TKO	2019-05-05	28
TKO	2019-05-06	34
TKO	2019-05-07	32
TKO	2019-05-08	18
TKO	2019-05-09	24
TKO	2019-05-10	30
TKO	2019-05-11	20
TKO	2019-05-12	28
TKO	2019-05-13	26
TKO	2019-05-14	30
TKO	2019-05-15	24
TKO	2019-05-16	18
TKO	2019-05-17	26
TKO	2019-05-18	18
TKO	2019-05-19	26
TKO	2019-05-20	32
TKO	2019-05-21	38
TKO	2019-05-22	28
TKO	2019-05-23	36
TKO	2019-05-24	34
TKO	2019-05-25	26
TKO	2019-05-26	36
TKO	2019-05-27	32
TKO	2019-05-28	30
TKO	2019-05-29	32
TKO	2019-05-30	30
TKO	2019-05-31	26
TKO	2019-06-01	30
TKO	2019-06-02	16
TKO	2019-06-03	18
TKO	2019-06-04	18
TKO	2019-06-05	28
TKO	2019-06-06	32
TKO	2019-06-07	14
TKO	2019-06-08	24
TKO	2019-06-09	30
TKO	2019-06-10	30
TKO	2019-06-11	26
TKO	2019-06-12	8
TKO	2019-06-13	22
TKO	2019-06-14	18
TKO	2019-06-15	24
TKO	2019-06-16	24
TKO	2019-06-17	32
TKO	2019-06-18	18
TKO	2019-06-19	14
TKO	2019-06-20	40
TKO	2019-06-21	18
TKO	2019-06-22	16
TKO	2019-06-23	28
TKO	2019-06-24	20
TKO	2019-06-25	16
TKO	2019-06-26	30
TKO	2019-06-27	30
TKO	2019-06-28	34
TKO	2019-06-29	24
TKO	2019-06-30	32
TKO	2019-07-01	20
TKO	2019-07-02	22
TKO	2019-07-03	18
TKO	2019-07-04	20
TKO	2019-07-05	22
TKO	2019-07-06	14
TKO	2019-07-07	22
TKO	2019-07-08	22
TKO	2019-07-09	50
TKO	2019-07-10	14
TKO	2019-07-11	34
TKO	2019-07-12	24
TKO	2019-07-13	30
TKO	2019-07-14	22
TKO	2019-07-15	24
TKO	2019-07-16	34
TKO	2019-07-17	24
TKO	2019-07-18	26
TKO	2019-07-19	32
TKO	2019-07-20	16
TKO	2019-07-21	34
TKO	2019-07-22	32
TKO	2019-07-23	30
TKO	2019-07-24	12
TKO	2019-07-25	26
TKO	2019-07-26	30
TKO	2019-07-27	26
TKO	2019-07-28	24
TKO	2019-07-29	26
