s1	s6	s0
QMH	2017-03-31	632
QMH	2017-04-01	630
QMH	2017-04-02	704
QMH	2017-04-03	682
QMH	2017-04-04	634
QMH	2017-04-05	736
QMH	2017-04-06	674
QMH	2017-04-07	696
QMH	2017-04-08	680
QMH	2017-04-09	650
QMH	2017-04-10	784
QMH	2017-04-11	704
QMH	2017-04-12	690
QMH	2017-04-13	666
QMH	2017-04-14	714
QMH	2017-04-15	642
QMH	2017-04-16	702
QMH	2017-04-17	628
QMH	2017-04-18	710
QMH	2017-04-19	660
QMH	2017-04-20	726
QMH	2017-04-21	674
QMH	2017-04-22	616
QMH	2017-04-23	658
QMH	2017-04-24	732
QMH	2017-04-25	682
QMH	2017-04-26	676
QMH	2017-04-27	684
QMH	2017-04-28	690
QMH	2017-04-29	674
QMH	2017-04-30	612
QMH	2017-05-01	716
QMH	2017-05-02	690
QMH	2017-05-03	590
QMH	2017-05-04	706
QMH	2017-05-05	708
QMH	2017-05-06	628
QMH	2017-05-07	672
QMH	2017-05-08	774
QMH	2017-05-09	682
QMH	2017-05-10	654
QMH	2017-05-11	720
QMH	2017-05-12	652
QMH	2017-05-13	652
QMH	2017-05-14	654
QMH	2017-05-15	742
QMH	2017-05-16	690
QMH	2017-05-17	654
QMH	2017-05-18	716
QMH	2017-05-19	708
QMH	2017-05-20	600
QMH	2017-05-21	660
QMH	2017-05-22	754
QMH	2017-05-23	632
QMH	2017-05-24	572
QMH	2017-05-25	684
QMH	2017-05-26	708
QMH	2017-05-27	730
QMH	2017-05-28	664
QMH	2017-05-29	732
QMH	2017-05-30	610
QMH	2017-05-31	734
QMH	2017-06-01	702
QMH	2017-06-02	672
QMH	2017-06-03	700
QMH	2017-06-04	650
QMH	2017-06-05	838
QMH	2017-06-06	646
QMH	2017-06-07	652
QMH	2017-06-08	672
QMH	2017-06-09	646
QMH	2017-06-10	668
QMH	2017-06-11	740
QMH	2017-06-12	660
QMH	2017-06-13	692
QMH	2017-06-14	694
QMH	2017-06-15	642
QMH	2017-06-16	662
QMH	2017-06-17	614
QMH	2017-06-18	664
QMH	2017-06-19	648
QMH	2017-06-20	600
QMH	2017-06-21	680
QMH	2017-06-22	642
QMH	2017-06-23	760
QMH	2017-06-24	674
QMH	2017-06-25	678
QMH	2017-06-26	730
QMH	2017-06-27	712
QMH	2017-06-28	666
QMH	2017-06-29	676
QMH	2017-06-30	706
QMH	2017-07-01	696
QMH	2017-07-02	726
QMH	2017-07-03	684
QMH	2017-07-04	692
QMH	2017-07-05	716
QMH	2017-07-06	732
QMH	2017-07-07	746
QMH	2017-07-08	674
QMH	2017-07-09	718
QMH	2017-07-10	802
QMH	2017-07-11	764
QMH	2017-07-12	694
QMH	2017-07-13	752
QMH	2017-07-14	726
QMH	2017-07-15	696
QMH	2017-07-16	680
QMH	2017-07-17	674
QMH	2017-07-18	542
QMH	2017-07-19	542
QMH	2017-07-20	542
QMH	2017-07-21	604
QMH	2017-07-22	572
QMH	2017-07-23	550
QMH	2017-07-24	730
QMH	2017-07-25	584
QMH	2017-07-26	568
QMH	2017-07-27	556
QMH	2017-07-28	616
QMH	2017-07-29	560
QMH	2017-07-30	610
QMH	2017-07-31	632
QMH	2017-08-01	606
QMH	2017-08-02	626
QMH	2017-08-03	566
QMH	2017-08-04	542
QMH	2017-08-05	600
QMH	2017-08-06	650
QMH	2017-08-07	698
QMH	2017-08-08	618
QMH	2017-08-09	618
QMH	2017-08-10	606
QMH	2017-08-11	618
QMH	2017-08-12	584
QMH	2017-08-13	578
QMH	2017-08-14	628
QMH	2017-08-15	626
QMH	2017-08-16	552
QMH	2017-08-17	584
QMH	2017-08-18	610
QMH	2017-08-19	612
QMH	2017-08-20	630
QMH	2017-08-21	620
QMH	2017-08-22	618
QMH	2017-08-23	458
QMH	2017-08-24	570
QMH	2017-08-25	594
QMH	2017-08-26	616
QMH	2017-08-27	494
QMH	2017-08-28	638
QMH	2017-08-29	658
QMH	2017-08-30	604
QMH	2017-08-31	570
QMH	2017-09-01	554
QMH	2017-09-02	514
QMH	2017-09-03	602
QMH	2017-09-04	570
QMH	2017-09-05	544
QMH	2017-09-06	584
QMH	2017-09-07	576
QMH	2017-09-08	628
QMH	2017-09-09	658
QMH	2017-09-10	596
QMH	2017-09-11	660
QMH	2017-09-12	620
QMH	2017-09-13	576
QMH	2017-09-14	598
QMH	2017-09-15	594
QMH	2017-09-16	566
QMH	2017-09-17	622
QMH	2017-09-18	736
QMH	2017-09-19	610
QMH	2017-09-20	582
QMH	2017-09-21	594
QMH	2017-09-22	664
QMH	2017-09-23	626
QMH	2017-09-24	588
QMH	2017-09-25	656
QMH	2017-09-26	618
QMH	2017-09-27	546
QMH	2017-09-28	598
QMH	2017-09-29	660
QMH	2017-09-30	578
QMH	2017-10-01	612
QMH	2017-10-02	630
QMH	2017-10-03	630
QMH	2017-10-04	596
QMH	2017-10-05	586
QMH	2017-10-06	722
QMH	2017-10-07	658
QMH	2017-10-08	552
QMH	2017-10-09	730
QMH	2017-10-10	584
QMH	2017-10-11	622
QMH	2017-10-12	604
QMH	2017-10-13	676
QMH	2017-10-14	606
QMH	2017-10-15	566
QMH	2017-10-16	692
QMH	2017-10-17	644
QMH	2017-10-18	626
QMH	2017-10-19	684
QMH	2017-10-20	706
QMH	2017-10-21	564
QMH	2017-10-22	648
QMH	2017-10-23	680
QMH	2017-10-24	676
QMH	2017-10-25	600
QMH	2017-10-26	624
QMH	2017-10-27	610
QMH	2017-10-28	644
QMH	2017-10-29	612
QMH	2017-10-30	700
QMH	2017-10-31	650
QMH	2017-11-01	646
QMH	2017-11-02	564
QMH	2017-11-03	606
QMH	2017-11-04	540
QMH	2017-11-05	652
QMH	2017-11-06	780
QMH	2017-11-07	624
QMH	2017-11-08	710
QMH	2017-11-09	650
QMH	2017-11-10	668
QMH	2017-11-11	616
QMH	2017-11-12	600
QMH	2017-11-13	668
QMH	2017-11-14	670
QMH	2017-11-15	606
QMH	2017-11-16	694
QMH	2017-11-17	668
QMH	2017-11-18	574
QMH	2017-11-19	610
QMH	2017-11-20	696
QMH	2017-11-21	642
QMH	2017-11-22	656
QMH	2017-11-23	520
QMH	2017-11-24	618
QMH	2017-11-25	546
QMH	2017-11-26	640
QMH	2017-11-27	662
QMH	2017-11-28	602
QMH	2017-11-29	676
QMH	2017-11-30	616
QMH	2017-12-01	608
QMH	2017-12-02	586
QMH	2017-12-03	620
QMH	2017-12-04	696
QMH	2017-12-05	634
QMH	2017-12-06	600
QMH	2017-12-07	672
QMH	2017-12-08	530
QMH	2017-12-09	600
QMH	2017-12-10	608
QMH	2017-12-11	748
QMH	2017-12-12	702
QMH	2017-12-13	682
QMH	2017-12-14	586
QMH	2017-12-15	612
QMH	2017-12-16	592
QMH	2017-12-17	542
QMH	2017-12-18	638
QMH	2017-12-19	552
QMH	2017-12-20	668
QMH	2017-12-21	642
QMH	2017-12-22	568
QMH	2017-12-23	672
QMH	2017-12-24	610
QMH	2017-12-25	640
QMH	2017-12-26	638
QMH	2017-12-27	720
QMH	2017-12-28	588
QMH	2017-12-29	676
QMH	2017-12-30	664
QMH	2017-12-31	612
QMH	2018-01-01	686
QMH	2018-01-02	666
QMH	2018-01-03	678
QMH	2018-01-04	624
QMH	2018-01-05	684
QMH	2018-01-06	542
QMH	2018-01-07	592
QMH	2018-01-08	610
QMH	2018-01-09	518
QMH	2018-01-10	546
QMH	2018-01-11	674
QMH	2018-01-12	644
QMH	2018-01-13	600
QMH	2018-01-14	610
QMH	2018-01-15	748
QMH	2018-01-16	680
QMH	2018-01-17	712
QMH	2018-01-18	618
QMH	2018-01-19	666
QMH	2018-01-20	604
QMH	2018-01-21	686
QMH	2018-01-22	704
QMH	2018-01-23	682
QMH	2018-01-24	726
QMH	2018-01-25	680
QMH	2018-01-26	662
QMH	2018-01-27	630
QMH	2018-01-28	640
QMH	2018-01-29	634
QMH	2018-01-30	556
QMH	2018-01-31	546
QMH	2018-02-01	590
QMH	2018-02-02	626
QMH	2018-02-03	584
QMH	2018-02-04	560
QMH	2018-02-05	678
QMH	2018-02-06	592
QMH	2018-02-07	566
QMH	2018-02-08	652
QMH	2018-02-09	622
QMH	2018-02-10	670
QMH	2018-02-11	628
QMH	2018-02-12	720
QMH	2018-02-13	646
QMH	2018-02-14	578
QMH	2018-02-15	642
QMH	2018-02-16	534
QMH	2018-02-17	676
QMH	2018-02-18	848
QMH	2018-02-19	708
QMH	2018-02-20	656
QMH	2018-02-21	610
QMH	2018-02-22	548
QMH	2018-02-23	606
QMH	2018-02-24	588
QMH	2018-02-25	540
QMH	2018-02-26	640
QMH	2018-02-27	638
QMH	2018-02-28	602
QMH	2018-03-01	610
QMH	2018-03-02	636
QMH	2018-03-03	620
QMH	2018-03-04	608
QMH	2018-03-05	706
QMH	2018-03-06	592
QMH	2018-03-07	670
QMH	2018-03-08	588
QMH	2018-03-09	584
QMH	2018-03-10	588
QMH	2018-03-11	634
QMH	2018-03-12	720
QMH	2018-03-13	606
QMH	2018-03-14	660
QMH	2018-03-15	604
QMH	2018-03-16	646
QMH	2018-03-17	640
QMH	2018-03-18	610
QMH	2018-03-19	674
QMH	2018-03-20	586
QMH	2018-03-21	524
QMH	2018-03-22	634
QMH	2018-03-23	634
QMH	2018-03-24	612
QMH	2018-03-25	550
QMH	2018-03-26	660
QMH	2018-03-27	664
QMH	2018-03-28	638
QMH	2018-03-29	652
QMH	2018-03-30	606
QMH	2018-03-31	614
QMH	2018-04-01	644
QMH	2018-04-02	668
QMH	2018-04-03	646
QMH	2018-04-04	632
QMH	2018-04-05	626
QMH	2018-04-06	650
QMH	2018-04-07	542
QMH	2018-04-08	650
QMH	2018-04-09	696
QMH	2018-04-10	620
QMH	2018-04-11	648
QMH	2018-04-12	630
QMH	2018-04-13	632
QMH	2018-04-14	618
QMH	2018-04-15	544
QMH	2018-04-16	732
QMH	2018-04-17	626
QMH	2018-04-18	580
QMH	2018-04-19	710
QMH	2018-04-20	638
QMH	2018-04-21	582
QMH	2018-04-22	548
QMH	2018-04-23	668
QMH	2018-04-24	672
QMH	2018-04-25	630
QMH	2018-04-26	608
QMH	2018-04-27	616
QMH	2018-04-28	558
QMH	2018-04-29	676
QMH	2018-04-30	760
QMH	2018-05-01	626
QMH	2018-05-02	612
QMH	2018-05-03	634
QMH	2018-05-04	626
QMH	2018-05-05	610
QMH	2018-05-06	570
QMH	2018-05-07	748
QMH	2018-05-08	606
QMH	2018-05-09	616
QMH	2018-05-10	652
QMH	2018-05-11	630
QMH	2018-05-12	640
QMH	2018-05-13	642
QMH	2018-05-14	672
QMH	2018-05-15	614
QMH	2018-05-16	584
QMH	2018-05-17	684
QMH	2018-05-18	604
QMH	2018-05-19	580
QMH	2018-05-20	594
QMH	2018-05-21	704
QMH	2018-05-22	572
QMH	2018-05-23	662
QMH	2018-05-24	644
QMH	2018-05-25	630
QMH	2018-05-26	658
QMH	2018-05-27	624
QMH	2018-05-28	650
QMH	2018-05-29	618
QMH	2018-05-30	642
QMH	2018-05-31	590
QMH	2018-06-01	674
QMH	2018-06-02	580
QMH	2018-06-03	606
QMH	2018-06-04	732
QMH	2018-06-05	602
QMH	2018-06-06	584
QMH	2018-06-07	578
QMH	2018-06-08	616
QMH	2018-06-09	628
QMH	2018-06-10	638
QMH	2018-06-11	732
QMH	2018-06-12	556
QMH	2018-06-13	566
QMH	2018-06-14	604
QMH	2018-06-15	578
QMH	2018-06-16	604
QMH	2018-06-17	592
QMH	2018-06-18	582
QMH	2018-06-19	676
QMH	2018-06-20	666
QMH	2018-06-21	620
QMH	2018-06-22	584
QMH	2018-06-23	594
QMH	2018-06-24	620
QMH	2018-06-25	674
QMH	2018-06-26	620
QMH	2018-06-27	630
QMH	2018-06-28	594
QMH	2018-06-29	646
QMH	2018-06-30	552
QMH	2018-07-01	616
QMH	2018-07-02	636
QMH	2018-07-03	704
QMH	2018-07-04	658
QMH	2018-07-05	622
QMH	2018-07-06	650
QMH	2018-07-07	624
QMH	2018-07-08	612
QMH	2018-07-09	672
QMH	2018-07-10	584
QMH	2018-07-11	616
QMH	2018-07-12	580
QMH	2018-07-13	580
QMH	2018-07-14	618
QMH	2018-07-15	528
QMH	2018-07-16	688
QMH	2018-07-17	612
QMH	2018-07-18	650
QMH	2018-07-19	626
QMH	2018-07-20	662
QMH	2018-07-21	570
QMH	2018-07-22	622
QMH	2018-07-23	638
QMH	2018-07-24	660
QMH	2018-07-25	628
QMH	2018-07-26	624
QMH	2018-07-27	628
QMH	2018-07-28	638
QMH	2018-07-29	584
QMH	2018-07-30	752
QMH	2018-07-31	612
QMH	2018-08-01	606
QMH	2018-08-02	626
QMH	2018-08-03	662
QMH	2018-08-04	630
QMH	2018-08-05	572
QMH	2018-08-06	644
QMH	2018-08-07	628
QMH	2018-08-08	628
QMH	2018-08-09	596
QMH	2018-08-10	620
QMH	2018-08-11	570
QMH	2018-08-12	576
QMH	2018-08-13	646
QMH	2018-08-14	578
QMH	2018-08-15	584
QMH	2018-08-16	622
QMH	2018-08-17	680
QMH	2018-08-18	596
QMH	2018-08-19	614
QMH	2018-08-20	676
QMH	2018-08-21	658
QMH	2018-08-22	688
QMH	2018-08-23	670
QMH	2018-08-24	626
QMH	2018-08-25	630
QMH	2018-08-26	606
QMH	2018-08-27	674
QMH	2018-08-28	602
QMH	2018-08-29	604
QMH	2018-08-30	652
QMH	2018-08-31	664
QMH	2018-09-01	688
QMH	2018-09-02	642
QMH	2018-09-03	692
QMH	2018-09-04	618
QMH	2018-09-05	618
QMH	2018-09-06	684
QMH	2018-09-07	592
QMH	2018-09-08	612
QMH	2018-09-09	646
QMH	2018-09-10	706
QMH	2018-09-11	722
QMH	2018-09-12	544
QMH	2018-09-13	646
QMH	2018-09-14	616
QMH	2018-09-15	618
QMH	2018-09-16	264
QMH	2018-09-17	626
QMH	2018-09-18	652
QMH	2018-09-19	648
QMH	2018-09-20	634
QMH	2018-09-21	618
QMH	2018-09-22	570
QMH	2018-09-23	560
QMH	2018-09-24	564
QMH	2018-09-25	600
QMH	2018-09-26	682
QMH	2018-09-27	684
QMH	2018-09-28	660
QMH	2018-09-29	590
QMH	2018-09-30	708
QMH	2018-10-01	634
QMH	2018-10-02	742
QMH	2018-10-03	732
QMH	2018-10-04	718
QMH	2018-10-05	666
QMH	2018-10-06	614
QMH	2018-10-07	622
QMH	2018-10-08	676
QMH	2018-10-09	644
QMH	2018-10-10	576
QMH	2018-10-11	636
QMH	2018-10-12	668
QMH	2018-10-13	628
QMH	2018-10-14	582
QMH	2018-10-15	762
QMH	2018-10-16	572
QMH	2018-10-17	608
QMH	2018-10-18	616
QMH	2018-10-19	588
QMH	2018-10-20	606
QMH	2018-10-21	574
QMH	2018-10-22	714
QMH	2018-10-23	594
QMH	2018-10-24	668
QMH	2018-10-25	644
QMH	2018-10-26	630
QMH	2018-10-27	614
QMH	2018-10-28	626
QMH	2018-10-29	682
QMH	2018-10-30	654
QMH	2018-10-31	668
QMH	2018-11-01	754
QMH	2018-11-02	624
QMH	2018-11-03	648
QMH	2018-11-04	608
QMH	2018-11-05	636
QMH	2018-11-06	622
QMH	2018-11-07	608
QMH	2018-11-08	662
QMH	2018-11-09	610
QMH	2018-11-10	638
QMH	2018-11-11	620
QMH	2018-11-12	718
QMH	2018-11-13	672
QMH	2018-11-14	624
QMH	2018-11-15	608
QMH	2018-11-16	718
QMH	2018-11-17	622
QMH	2018-11-18	666
QMH	2018-11-19	700
QMH	2018-11-20	650
QMH	2018-11-21	666
QMH	2018-11-22	672
QMH	2018-11-23	650
QMH	2018-11-24	566
QMH	2018-11-25	638
QMH	2018-11-26	674
QMH	2018-11-27	666
QMH	2018-11-28	636
QMH	2018-11-29	694
QMH	2018-11-30	640
QMH	2018-12-01	624
QMH	2018-12-02	652
QMH	2018-12-03	686
QMH	2018-12-04	736
QMH	2018-12-05	658
QMH	2018-12-06	660
QMH	2018-12-07	582
QMH	2018-12-08	596
QMH	2018-12-09	588
QMH	2018-12-10	680
QMH	2018-12-11	608
QMH	2018-12-12	566
QMH	2018-12-13	588
QMH	2018-12-14	552
QMH	2018-12-15	614
QMH	2018-12-16	566
QMH	2018-12-17	664
QMH	2018-12-18	646
QMH	2018-12-19	660
QMH	2018-12-20	620
QMH	2018-12-21	696
QMH	2018-12-22	576
QMH	2018-12-23	604
QMH	2018-12-24	662
QMH	2018-12-25	580
QMH	2018-12-26	622
QMH	2018-12-27	670
QMH	2018-12-28	656
QMH	2018-12-29	490
QMH	2018-12-30	498
QMH	2018-12-31	594
QMH	2019-01-01	628
QMH	2019-01-02	638
QMH	2019-01-03	636
QMH	2019-01-04	720
QMH	2019-01-05	674
QMH	2019-01-06	616
QMH	2019-01-07	804
QMH	2019-01-08	656
QMH	2019-01-09	716
QMH	2019-01-10	686
QMH	2019-01-11	618
QMH	2019-01-12	652
QMH	2019-01-13	692
QMH	2019-01-14	674
QMH	2019-01-15	688
QMH	2019-01-16	672
QMH	2019-01-17	632
QMH	2019-01-18	662
QMH	2019-01-19	646
QMH	2019-01-20	636
QMH	2019-01-21	688
QMH	2019-01-22	624
QMH	2019-01-23	672
QMH	2019-01-24	656
QMH	2019-01-25	650
QMH	2019-01-26	544
QMH	2019-01-27	520
QMH	2019-01-28	610
QMH	2019-01-29	648
QMH	2019-01-30	578
QMH	2019-01-31	700
QMH	2019-02-01	574
QMH	2019-02-02	550
QMH	2019-02-03	570
QMH	2019-02-04	552
QMH	2019-02-05	474
QMH	2019-02-06	646
QMH	2019-02-07	684
QMH	2019-02-08	706
QMH	2019-02-09	520
QMH	2019-02-10	540
QMH	2019-02-11	650
QMH	2019-02-12	618
QMH	2019-02-13	600
QMH	2019-02-14	598
QMH	2019-02-15	640
QMH	2019-02-16	624
QMH	2019-02-17	606
QMH	2019-02-18	756
QMH	2019-02-19	634
QMH	2019-02-20	670
QMH	2019-02-21	618
QMH	2019-02-22	582
QMH	2019-02-23	562
QMH	2019-02-24	616
QMH	2019-02-25	696
QMH	2019-02-26	652
QMH	2019-02-27	680
QMH	2019-02-28	608
QMH	2019-03-01	642
QMH	2019-03-02	548
QMH	2019-03-03	638
QMH	2019-03-04	678
QMH	2019-03-05	624
QMH	2019-03-06	584
QMH	2019-03-07	630
QMH	2019-03-08	600
QMH	2019-03-09	562
QMH	2019-03-10	630
QMH	2019-03-11	642
QMH	2019-03-12	714
QMH	2019-03-13	664
QMH	2019-03-14	616
QMH	2019-03-15	632
QMH	2019-03-16	564
QMH	2019-03-17	674
QMH	2019-03-18	722
QMH	2019-03-19	676
QMH	2019-03-20	700
QMH	2019-03-21	702
QMH	2019-03-22	654
QMH	2019-03-23	626
QMH	2019-03-24	636
QMH	2019-03-25	652
QMH	2019-03-26	664
QMH	2019-03-27	648
QMH	2019-03-28	616
QMH	2019-03-29	652
QMH	2019-03-30	576
QMH	2019-03-31	662
QMH	2019-04-01	720
QMH	2019-04-02	682
QMH	2019-04-03	670
QMH	2019-04-04	632
QMH	2019-04-05	662
QMH	2019-04-06	620
QMH	2019-04-07	650
QMH	2019-04-08	788
QMH	2019-04-09	732
QMH	2019-04-10	636
QMH	2019-04-11	752
QMH	2019-04-12	644
QMH	2019-04-13	636
QMH	2019-04-14	628
QMH	2019-04-15	676
QMH	2019-04-16	632
QMH	2019-04-17	676
QMH	2019-04-18	632
QMH	2019-04-19	566
QMH	2019-04-20	658
QMH	2019-04-21	650
QMH	2019-04-22	684
QMH	2019-04-23	756
QMH	2019-04-24	670
QMH	2019-04-25	660
QMH	2019-04-26	660
QMH	2019-04-27	574
QMH	2019-04-28	674
QMH	2019-04-29	740
QMH	2019-04-30	720
QMH	2019-05-01	610
QMH	2019-05-02	668
QMH	2019-05-03	626
QMH	2019-05-04	558
QMH	2019-05-05	576
QMH	2019-05-06	722
QMH	2019-05-07	660
QMH	2019-05-08	642
QMH	2019-05-09	718
QMH	2019-05-10	654
QMH	2019-05-11	648
QMH	2019-05-12	580
QMH	2019-05-13	660
QMH	2019-05-14	766
QMH	2019-05-15	676
QMH	2019-05-16	688
QMH	2019-05-17	702
QMH	2019-05-18	678
QMH	2019-05-19	700
QMH	2019-05-20	754
QMH	2019-05-21	718
QMH	2019-05-22	672
QMH	2019-05-23	712
QMH	2019-05-24	694
QMH	2019-05-25	582
QMH	2019-05-26	720
QMH	2019-05-27	714
QMH	2019-05-28	676
QMH	2019-05-29	636
QMH	2019-05-30	688
QMH	2019-05-31	594
QMH	2019-06-01	624
QMH	2019-06-02	598
QMH	2019-06-03	696
QMH	2019-06-04	638
QMH	2019-06-05	694
QMH	2019-06-06	716
QMH	2019-06-07	634
QMH	2019-06-08	652
QMH	2019-06-09	742
QMH	2019-06-10	762
QMH	2019-06-11	694
QMH	2019-06-12	708
QMH	2019-06-13	656
QMH	2019-06-14	658
QMH	2019-06-15	664
QMH	2019-06-16	656
QMH	2019-06-17	660
QMH	2019-06-18	714
QMH	2019-06-19	662
QMH	2019-06-20	624
QMH	2019-06-21	678
QMH	2019-06-22	648
QMH	2019-06-23	670
QMH	2019-06-24	710
QMH	2019-06-25	630
QMH	2019-06-26	716
QMH	2019-06-27	612
QMH	2019-06-28	624
QMH	2019-06-29	636
QMH	2019-06-30	734
QMH	2019-07-01	698
QMH	2019-07-02	726
QMH	2019-07-03	620
QMH	2019-07-04	660
QMH	2019-07-05	618
QMH	2019-07-06	596
QMH	2019-07-07	614
QMH	2019-07-08	766
QMH	2019-07-09	704
QMH	2019-07-10	666
QMH	2019-07-11	612
QMH	2019-07-12	640
QMH	2019-07-13	652
QMH	2019-07-14	686
QMH	2019-07-15	722
QMH	2019-07-16	696
QMH	2019-07-17	646
QMH	2019-07-18	724
QMH	2019-07-19	578
QMH	2019-07-20	652
QMH	2019-07-21	652
QMH	2019-07-22	726
QMH	2019-07-23	600
QMH	2019-07-24	682
QMH	2019-07-25	576
QMH	2019-07-26	688
QMH	2019-07-27	596
QMH	2019-07-28	662
QMH	2019-07-29	680
QMH	2019-07-30	686
QMH	2019-07-31	438
QMH	2019-08-01	646
QMH	2019-08-02	664
QMH	2019-08-03	602
QMH	2019-08-04	640
QMH	2019-08-05	620
QMH	2019-08-06	616
QMH	2019-08-07	580
QMH	2019-08-08	570
QMH	2019-08-09	634
QMH	2019-08-10	658
QMH	2019-08-11	602
QMH	2019-08-12	710
QMH	2019-08-13	578
QMH	2019-08-14	604
QMH	2019-08-15	544
QMH	2019-08-16	558
QMH	2019-08-17	600
QMH	2019-08-18	568
QMH	2019-08-19	664
QMH	2019-08-20	696
QMH	2019-08-21	558
QMH	2019-08-22	638
QMH	2019-08-23	668
QMH	2019-08-24	586
QMH	2019-08-25	558
QMH	2019-08-26	616
QMH	2019-08-27	628
QMH	2019-08-28	638
QMH	2019-08-29	616
QMH	2019-08-30	578
QMH	2019-08-31	560
QMH	2019-09-01	564
QMH	2019-09-02	620
QMH	2019-09-03	638
QMH	2019-09-04	608
QMH	2019-09-05	668
QMH	2019-09-06	564
QMH	2019-09-07	620
QMH	2019-09-08	608
QMH	2019-09-09	700
QMH	2019-09-10	632
QMH	2019-09-11	610
QMH	2019-09-12	544
QMH	2019-09-13	588
QMH	2019-09-14	662
QMH	2019-09-15	682
QMH	2019-09-16	782
QMH	2019-09-17	682
QMH	2019-09-18	650
QMH	2019-09-19	618
QMH	2019-09-20	662
QMH	2019-09-21	626
QMH	2019-09-22	584
QMH	2019-09-23	776
QMH	2019-09-24	636
QMH	2019-09-25	582
QMH	2019-09-26	628
QMH	2019-09-27	662
QMH	2019-09-28	634
QMH	2019-09-29	578
QMH	2019-09-30	688
QMH	2019-10-01	606
QMH	2019-10-02	584
QMH	2019-10-03	578
QMH	2019-10-04	592
QMH	2019-10-05	558
QMH	2019-10-06	582
QMH	2019-10-07	558
QMH	2019-10-08	614
QMH	2019-10-09	624
QMH	2019-10-10	578
QMH	2019-10-11	556
QMH	2019-10-12	576
QMH	2019-10-13	516
QMH	2019-10-14	660
QMH	2019-10-15	686
QMH	2019-10-16	546
QMH	2019-10-17	706
QMH	2019-10-18	630
QMH	2019-10-19	576
QMH	2019-10-20	612
QMH	2019-10-21	658
QMH	2019-10-22	656
QMH	2019-10-23	624
QMH	2019-10-24	606
QMH	2019-10-25	656
QMH	2019-10-26	542
QMH	2019-10-27	574
QMH	2019-10-28	722
QMH	2019-10-29	622
QMH	2019-10-30	632
QMH	2019-10-31	644
QMH	2019-11-01	656
QMH	2019-11-02	650
QMH	2019-11-03	630
QMH	2019-11-04	688
QMH	2019-11-05	682
QMH	2019-11-06	610
QMH	2019-11-07	644
QMH	2019-11-08	594
QMH	2019-11-09	548
QMH	2019-11-10	662
QMH	2019-11-11	650
QMH	2019-11-12	570
QMH	2019-11-13	528
QMH	2019-11-14	492
QMH	2019-11-15	492
QMH	2019-11-16	518
QMH	2019-11-17	566
QMH	2019-11-18	668
QMH	2019-11-19	582
QMH	2019-11-20	564
QMH	2019-11-21	532
QMH	2019-11-22	592
QMH	2019-11-23	564
QMH	2019-11-24	650
QMH	2019-11-25	604
QMH	2019-11-26	542
QMH	2019-11-27	588
QMH	2019-11-28	582
QMH	2019-11-29	626
QMH	2019-11-30	578
QMH	2019-12-01	616
QMH	2019-12-02	682
QMH	2019-12-03	584
QMH	2019-12-04	576
QMH	2019-12-05	556
QMH	2019-12-06	612
QMH	2019-12-07	616
QMH	2019-12-08	560
QMH	2019-12-09	638
QMH	2019-12-10	694
QMH	2019-12-11	630
QMH	2019-12-12	636
QMH	2019-12-13	626
QMH	2019-12-14	656
QMH	2019-12-15	552
QMH	2019-12-16	708
QMH	2019-12-17	666
QMH	2019-12-18	644
QMH	2019-12-19	590
QMH	2019-12-20	676
QMH	2019-12-21	572
QMH	2019-12-22	630
QMH	2019-12-23	712
QMH	2019-12-24	592
QMH	2019-12-25	578
QMH	2019-12-26	626
QMH	2019-12-27	696
QMH	2019-12-28	604
QMH	2019-12-29	644
QMH	2019-12-30	708
QMH	2019-12-31	586
QMH	2020-01-01	600
QMH	2020-01-02	684
QMH	2020-01-03	624
QMH	2020-01-04	676
QMH	2020-01-05	638
QMH	2020-01-06	686
QMH	2020-01-07	732
QMH	2020-01-08	570
QMH	2020-01-09	598
QMH	2020-01-10	688
QMH	2020-01-11	538
QMH	2020-01-12	568
QMH	2020-01-13	660
QMH	2020-01-14	690
QMH	2020-01-15	634
QMH	2020-01-16	608
QMH	2020-01-17	622
QMH	2020-01-18	538
QMH	2020-01-19	596
QMH	2020-01-20	650
QMH	2020-01-21	656
QMH	2020-01-22	616
QMH	2020-01-23	596
QMH	2020-01-24	542
QMH	2020-01-25	482
QMH	2020-01-26	512
QMH	2020-01-27	500
QMH	2020-01-28	506
QMH	2020-01-29	502
QMH	2020-01-30	484
QMH	2020-01-31	444
QMH	2020-02-01	362
QMH	2020-02-02	410
QMH	2020-02-03	484
QMH	2020-02-04	370
QMH	2020-02-05	380
QMH	2020-02-06	376
QMH	2020-02-07	404
QMH	2020-02-08	300
QMH	2020-02-09	376
QMH	2020-02-10	464
QMH	2020-02-11	386
QMH	2020-02-12	426
QMH	2020-02-13	380
QMH	2020-02-14	390
QMH	2020-02-15	354
QMH	2020-02-16	312
QMH	2020-02-17	374
QMH	2020-02-18	384
QMH	2020-02-19	438
QMH	2020-02-20	412
QMH	2020-02-21	402
QMH	2020-02-22	398
QMH	2020-02-23	332
QMH	2020-02-24	436
QMH	2020-02-25	486
QMH	2020-02-26	450
QMH	2020-02-27	380
QMH	2020-02-28	472
QMH	2020-02-29	388
QMH	2020-03-01	428
QMH	2020-03-02	466
QMH	2020-03-03	432
QMH	2020-03-04	400
QMH	2020-03-05	400
QMH	2020-03-06	394
QMH	2020-03-07	468
QMH	2020-03-08	424
QMH	2020-03-09	476
QMH	2020-03-10	452
